Vernacular name - original,Scientific Name,Taxon Rank,Kingdom,Phylum,Class,Family,Genus,Latitude,Longitude,Country - parsed,State - parsed,Year,freq,Count_1968,Rate_1968
Australian coral snake,Brachyurophis australis,species,Animalia,Chordata,Reptilia,Elapidae,Brachyurophis,-25.3,151.4,Australia,Queensland,2019,2,8,-75.0
Australian coral snake,Brachyurophis australis,species,Animalia,Chordata,Reptilia,Elapidae,Brachyurophis,-25.3742344068,151.5513840514,Australia,Queensland,2019,2,8,-75.0
Ctenotus taeniolatus,Ctenotus taeniolatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-21.68253413785304,149.4137459993362,Australia,Queensland,2019,9,33,-72.72727272729999
Ctenotus taeniolatus,Ctenotus taeniolatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-22.8,150.5,Australia,Queensland,2019,9,33,-72.72727272729999
Ctenotus taeniolatus,Ctenotus taeniolatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-16.8457518043,145.7439708308,Australia,Queensland,2019,9,33,-72.72727272729999
Ctenotus taeniolatus,Ctenotus taeniolatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-28.3,152.7,Australia,Queensland,2019,9,33,-72.72727272729999
Ctenotus taeniolatus,Ctenotus taeniolatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-24.2,151.9,Australia,Queensland,2019,9,33,-72.72727272729999
Ctenotus taeniolatus,Ctenotus taeniolatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-16.8376360673,145.7394629615,Australia,Queensland,2019,9,33,-72.72727272729999
Ctenotus taeniolatus,Ctenotus taeniolatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-28.3,152.7,Australia,Queensland,2019,9,33,-72.72727272729999
Ctenotus taeniolatus,Ctenotus taeniolatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-36.3450847315,146.6733192518,Australia,Victoria,2019,9,33,-72.72727272729999
Ctenotus taeniolatus,Ctenotus taeniolatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-36.3161870642,146.6649923512,Australia,Victoria,2019,9,33,-72.72727272729999
Northern velvet gecko,Oedura castelnaui,species,Animalia,Chordata,Reptilia,Diplodactylidae,Oedura,-18.1,144.4,Australia,Queensland,2019,2,7,-71.4285714286
Northern velvet gecko,Oedura castelnaui,species,Animalia,Chordata,Reptilia,Diplodactylidae,Oedura,-18.1174350181,144.4293333523,Australia,Queensland,2019,2,7,-71.4285714286
Burton's legless lizard,Lialis burtonis,species,Animalia,Chordata,Reptilia,Pygopodidae,Lialis,-27.5415853,153.03388030000005,Australia,Queensland,2019,10,35,-71.4285714286
Burton's legless lizard,Lialis burtonis,species,Animalia,Chordata,Reptilia,Pygopodidae,Lialis,-18.7620425505,144.8255030956,Australia,Queensland,2019,10,35,-71.4285714286
Burton's legless lizard,Lialis burtonis,species,Animalia,Chordata,Reptilia,Pygopodidae,Lialis,-28.636433411101518,151.79847121238708,Australia,Queensland,2019,10,35,-71.4285714286
Burton's legless lizard,Lialis burtonis,species,Animalia,Chordata,Reptilia,Pygopodidae,Lialis,-28.3,152.7,Australia,Queensland,2019,10,35,-71.4285714286
Burton's legless lizard,Lialis burtonis,species,Animalia,Chordata,Reptilia,Pygopodidae,Lialis,-36.2139081227,146.8621981972,Australia,Victoria,2019,10,35,-71.4285714286
Burton's legless lizard,Lialis burtonis,species,Animalia,Chordata,Reptilia,Pygopodidae,Lialis,-31.9625611702,115.8333615194,Australia,Western Australia,2019,10,35,-71.4285714286
Burton's legless lizard,Lialis burtonis,species,Animalia,Chordata,Reptilia,Pygopodidae,Lialis,-31.8556788981,116.0302987363,Australia,Western Australia,2019,10,35,-71.4285714286
Burton's legless lizard,Lialis burtonis,species,Animalia,Chordata,Reptilia,Pygopodidae,Lialis,-31.8,116.2,Australia,Western Australia,2019,10,35,-71.4285714286
Burton's legless lizard,Lialis burtonis,species,Animalia,Chordata,Reptilia,Pygopodidae,Lialis,-31.99087160402541,116.0488750040531,Australia,Western Australia,2019,10,35,-71.4285714286
Burton's legless lizard,Lialis burtonis,species,Animalia,Chordata,Reptilia,Pygopodidae,Lialis,-26.1,113.2,Australia,Western Australia,2019,10,35,-71.4285714286
Hemiaspis signata,Hemiaspis signata,species,Animalia,Chordata,Reptilia,Elapidae,Hemiaspis,-21.1,148.5,Australia,Queensland,2019,4,13,-69.2307692308
Hemiaspis signata,Hemiaspis signata,species,Animalia,Chordata,Reptilia,Elapidae,Hemiaspis,-21.136447,148.492975,Australia,Queensland,2019,4,13,-69.2307692308
Hemiaspis signata,Hemiaspis signata,species,Animalia,Chordata,Reptilia,Elapidae,Hemiaspis,-28.2,153.2,Australia,Queensland,2019,4,13,-69.2307692308
Hemiaspis signata,Hemiaspis signata,species,Animalia,Chordata,Reptilia,Elapidae,Hemiaspis,-28.827436,151.940811,Australia,Queensland,2019,4,13,-69.2307692308
Tommy roundhead,Diporiphora australis,species,Animalia,Chordata,Reptilia,Agamidae,Diporiphora,-25.9097213745,153.0905609131,Australia,Queensland,2019,1,3,-66.6666666667
Tree-base litter-skink,Lygisaurus foliorum,species,Animalia,Chordata,Reptilia,Scincidae,Lygisaurus,-21.056307701901847,147.79588451390737,Australia,Queensland,2019,1,3,-66.6666666667
Prickly forest skink,Gnypetoscincus queenslandiae,species,Animalia,Chordata,Reptilia,Scincidae,Gnypetoscincus,-17.343510746323798,145.62971502542499,Australia,Queensland,2019,1,3,-66.6666666667
Three-lined Knob-tail,Nephrurus levis,species,Animalia,Chordata,Reptilia,Carphodactylidae,Nephrurus,-28.998793,140.685571,Australia,South Australia,2019,1,3,-66.6666666667
Diplodactylus tessellatus,Diplodactylus tessellatus,species,Animalia,Chordata,Reptilia,Diplodactylidae,Diplodactylus,-36.101630951722434,144.28619384765622,Australia,Victoria,2019,1,3,-66.6666666667
Two-spined rainbow-skink,Carlia amax,species,Animalia,Chordata,Reptilia,Scincidae,Carlia,-15.5,128.1,Australia,Western Australia,2019,1,3,-66.6666666667
Western three-lined skink,Acritoscincus trilineatus,species,Animalia,Chordata,Reptilia,Scincidae,Acritoscincus,-31.90976402291801,115.79528085887432,Australia,Western Australia,2019,1,3,-66.6666666667
Orange-naped snake,Furina ornata,species,Animalia,Chordata,Reptilia,Elapidae,Furina,-13.850509,131.830874,Australia,Northern Territory,2019,2,6,-66.6666666667
Orange-naped snake,Furina ornata,species,Animalia,Chordata,Reptilia,Elapidae,Furina,-23.148305892899998,113.7761154175,Australia,Western Australia,2019,2,6,-66.6666666667
Two-toed earless skink,Hemiergis quadrilineata,species,Animalia,Chordata,Reptilia,Scincidae,Hemiergis,-31.8,115.8,Australia,Western Australia,2019,2,6,-66.6666666667
Two-toed earless skink,Hemiergis quadrilineata,species,Animalia,Chordata,Reptilia,Scincidae,Hemiergis,-31.8184172667,115.7680296357,Australia,Western Australia,2019,2,6,-66.6666666667
Loggerhead sea turtle,Caretta caretta,species,Animalia,Chordata,Reptilia,Cheloniidae,Caretta,-28.86800911,153.58071894399998,Australia,New South Wales,2019,4,12,-66.6666666667
Loggerhead sea turtle,Caretta caretta,species,Animalia,Chordata,Reptilia,Cheloniidae,Caretta,-28.86800911,153.58071894399998,Australia,New South Wales,2019,4,12,-66.6666666667
Loggerhead sea turtle,Caretta caretta,species,Animalia,Chordata,Reptilia,Cheloniidae,Caretta,-22.3,114.0,Australia,Western Australia,2019,4,12,-66.6666666667
Loggerhead sea turtle,Caretta caretta,species,Animalia,Chordata,Reptilia,Cheloniidae,Caretta,-22.3,114.0,Australia,Western Australia,2019,4,12,-66.6666666667
Central bearded dragon,Pogona vitticeps,species,Animalia,Chordata,Reptilia,Agamidae,Pogona,-24.2,133.5,Australia,Northern Territory,2019,5,15,-66.6666666667
Central bearded dragon,Pogona vitticeps,species,Animalia,Chordata,Reptilia,Agamidae,Pogona,-24.1814538487,133.46084578469998,Australia,Northern Territory,2019,5,15,-66.6666666667
Central bearded dragon,Pogona vitticeps,species,Animalia,Chordata,Reptilia,Agamidae,Pogona,-23.694776,133.890018,Australia,Northern Territory,2019,5,15,-66.6666666667
Central bearded dragon,Pogona vitticeps,species,Animalia,Chordata,Reptilia,Agamidae,Pogona,-30.4942242845,137.11918816899998,Australia,South Australia,2019,5,15,-66.6666666667
Central bearded dragon,Pogona vitticeps,species,Animalia,Chordata,Reptilia,Agamidae,Pogona,-33.673032805700004,137.0007607846,Australia,South Australia,2019,5,15,-66.6666666667
Ctenotus robustus,Ctenotus robustus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-27.718536,151.63785,Australia,Queensland,2019,8,23,-65.21739130430001
Ctenotus robustus,Ctenotus robustus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-27.7,151.6,Australia,Queensland,2019,8,23,-65.21739130430001
Ctenotus robustus,Ctenotus robustus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-27.5,152.7,Australia,Queensland,2019,8,23,-65.21739130430001
Ctenotus robustus,Ctenotus robustus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-27.7,153.2,Australia,Queensland,2019,8,23,-65.21739130430001
Ctenotus robustus,Ctenotus robustus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-27.5,153.1,Australia,Queensland,2019,8,23,-65.21739130430001
Ctenotus robustus,Ctenotus robustus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-27.4940083333,153.0298611667,Australia,Queensland,2019,8,23,-65.21739130430001
Ctenotus robustus,Ctenotus robustus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-33.6,138.5,Australia,South Australia,2019,8,23,-65.21739130430001
Ctenotus robustus,Ctenotus robustus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-38.100642509699995,144.272040166,Australia,Victoria,2019,8,23,-65.21739130430001
Straight-browed ctenotus,Ctenotus spaldingi,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-21.68253413785304,149.4137459993362,Australia,Queensland,2019,6,17,-64.7058823529
Straight-browed ctenotus,Ctenotus spaldingi,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-20.84180728413238,148.84479582309726,Australia,Queensland,2019,6,17,-64.7058823529
Straight-browed ctenotus,Ctenotus spaldingi,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-21.661895340414247,149.44213986396792,Australia,Queensland,2019,6,17,-64.7058823529
Straight-browed ctenotus,Ctenotus spaldingi,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-20.618505751189183,148.66535067558286,Australia,Queensland,2019,6,17,-64.7058823529
Straight-browed ctenotus,Ctenotus spaldingi,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-32.942286913558284,137.53127145757392,Australia,South Australia,2019,6,17,-64.7058823529
Straight-browed ctenotus,Ctenotus spaldingi,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-34.9315716132,139.2207731569,Australia,South Australia,2019,6,17,-64.7058823529
Bar-shouldered ctenotus,Ctenotus inornatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-12.46895,131.1635,Australia,Northern Territory,2019,5,14,-64.2857142857
Bar-shouldered ctenotus,Ctenotus inornatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-34.691767,142.27077,Australia,Victoria,2019,5,14,-64.2857142857
Bar-shouldered ctenotus,Ctenotus inornatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-31.9625611702,115.8333615194,Australia,Western Australia,2019,5,14,-64.2857142857
Bar-shouldered ctenotus,Ctenotus inornatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-31.1,115.4,Australia,Western Australia,2019,5,14,-64.2857142857
Bar-shouldered ctenotus,Ctenotus inornatus,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-22.0461989161,113.9341670294,Australia,Western Australia,2019,5,14,-64.2857142857
Yellow-faced whipsnake,Demansia psammophis,species,Animalia,Chordata,Reptilia,Elapidae,Demansia,-23.68394,133.719979,Australia,Northern Territory,2019,9,25,-64.0
Yellow-faced whipsnake,Demansia psammophis,species,Animalia,Chordata,Reptilia,Elapidae,Demansia,-24.255665,131.56254099999998,Australia,Northern Territory,2019,9,25,-64.0
Yellow-faced whipsnake,Demansia psammophis,species,Animalia,Chordata,Reptilia,Elapidae,Demansia,-26.5,153.0,Australia,Queensland,2019,9,25,-64.0
Yellow-faced whipsnake,Demansia psammophis,species,Animalia,Chordata,Reptilia,Elapidae,Demansia,-26.5192223597,153.06937335610002,Australia,Queensland,2019,9,25,-64.0
Yellow-faced whipsnake,Demansia psammophis,species,Animalia,Chordata,Reptilia,Elapidae,Demansia,-26.387294925332146,152.93041706085202,Australia,Queensland,2019,9,25,-64.0
Yellow-faced whipsnake,Demansia psammophis,species,Animalia,Chordata,Reptilia,Elapidae,Demansia,-26.6993,153.085538,Australia,Queensland,2019,9,25,-64.0
Yellow-faced whipsnake,Demansia psammophis,species,Animalia,Chordata,Reptilia,Elapidae,Demansia,-26.7,153.1,Australia,Queensland,2019,9,25,-64.0
Yellow-faced whipsnake,Demansia psammophis,species,Animalia,Chordata,Reptilia,Elapidae,Demansia,-26.701893486256672,150.18681764602658,Australia,Queensland,2019,9,25,-64.0
Yellow-faced whipsnake,Demansia psammophis,species,Animalia,Chordata,Reptilia,Elapidae,Demansia,-27.9,153.2,Australia,Queensland,2019,9,25,-64.0
Mountain dragon,Rankinia diemensis,species,Animalia,Chordata,Reptilia,Agamidae,Rankinia,-37.976929,145.40273,Australia,Victoria,2019,4,11,-63.636363636400006
Mountain dragon,Rankinia diemensis,species,Animalia,Chordata,Reptilia,Agamidae,Rankinia,-37.586044321952976,145.33581733703613,Australia,Victoria,2019,4,11,-63.636363636400006
Mountain dragon,Rankinia diemensis,species,Animalia,Chordata,Reptilia,Agamidae,Rankinia,-38.4051308739,144.19804036620002,Australia,Victoria,2019,4,11,-63.636363636400006
Mountain dragon,Rankinia diemensis,species,Animalia,Chordata,Reptilia,Agamidae,Rankinia,-37.504376708278286,145.41134834288528,Australia,Victoria,2019,4,11,-63.636363636400006
Ctenophorus ornatus,Ctenophorus ornatus,species,Animalia,Chordata,Reptilia,Agamidae,Ctenophorus,-31.7894333333,117.63693888889999,Australia,Western Australia,2019,7,18,-61.111111111099994
Ctenophorus ornatus,Ctenophorus ornatus,species,Animalia,Chordata,Reptilia,Agamidae,Ctenophorus,-32.4321786944,118.9618077383,Australia,Western Australia,2019,7,18,-61.111111111099994
Ctenophorus ornatus,Ctenophorus ornatus,species,Animalia,Chordata,Reptilia,Agamidae,Ctenophorus,-32.468702777800004,116.8836333333,Australia,Western Australia,2019,7,18,-61.111111111099994
Ctenophorus ornatus,Ctenophorus ornatus,species,Animalia,Chordata,Reptilia,Agamidae,Ctenophorus,-32.559725166999996,117.339516641,Australia,Western Australia,2019,7,18,-61.111111111099994
Ctenophorus ornatus,Ctenophorus ornatus,species,Animalia,Chordata,Reptilia,Agamidae,Ctenophorus,-32.4,118.9,Australia,Western Australia,2019,7,18,-61.111111111099994
Ctenophorus ornatus,Ctenophorus ornatus,species,Animalia,Chordata,Reptilia,Agamidae,Ctenophorus,-32.471933241,116.8818275223,Australia,Western Australia,2019,7,18,-61.111111111099994
Ctenophorus ornatus,Ctenophorus ornatus,species,Animalia,Chordata,Reptilia,Agamidae,Ctenophorus,-32.4,118.9,Australia,Western Australia,2019,7,18,-61.111111111099994
Blue-speckled Forest-Skink,Silvascincus murrayi,species,Animalia,Chordata,Reptilia,Scincidae,Silvascincus,-28.0107865574,153.1990852735,Australia,Queensland,2019,2,5,-60.0
Blue-speckled Forest-Skink,Silvascincus murrayi,species,Animalia,Chordata,Reptilia,Scincidae,Silvascincus,-26.7811107635,152.8805541992,Australia,Queensland,2019,2,5,-60.0
Eastern Lined Earless Dragon,Tympanocryptis lineata,species,Animalia,Chordata,Reptilia,Agamidae,Tympanocryptis,-34.5,138.7,Australia,South Australia,2019,2,5,-60.0
Eastern Lined Earless Dragon,Tympanocryptis lineata,species,Animalia,Chordata,Reptilia,Agamidae,Tympanocryptis,-34.5354693951,138.74982403299998,Australia,South Australia,2019,2,5,-60.0
Diplodactylus vittatus,Diplodactylus vittatus,species,Animalia,Chordata,Reptilia,Diplodactylidae,Diplodactylus,-35.198146,149.184862,Australia,Australian Capital Territory,2019,4,9,-55.5555555556
Diplodactylus vittatus,Diplodactylus vittatus,species,Animalia,Chordata,Reptilia,Diplodactylidae,Diplodactylus,-23.443049558189006,146.40093326568604,Australia,Queensland,2019,4,9,-55.5555555556
Diplodactylus vittatus,Diplodactylus vittatus,species,Animalia,Chordata,Reptilia,Diplodactylidae,Diplodactylus,-24.9096270054,152.3610073138,Australia,Queensland,2019,4,9,-55.5555555556
Diplodactylus vittatus,Diplodactylus vittatus,species,Animalia,Chordata,Reptilia,Diplodactylidae,Diplodactylus,-25.0,152.2,Australia,Queensland,2019,4,9,-55.5555555556
White-lipped snake,Drysdalia coronoides,species,Animalia,Chordata,Reptilia,Elapidae,Drysdalia,-35.7757603266,148.9567038914,Australia,Australian Capital Territory,2019,10,21,-52.38095238100001
White-lipped snake,Drysdalia coronoides,species,Animalia,Chordata,Reptilia,Elapidae,Drysdalia,-35.8,149.0,Australia,Australian Capital Territory,2019,10,21,-52.38095238100001
White-lipped snake,Drysdalia coronoides,species,Animalia,Chordata,Reptilia,Elapidae,Drysdalia,-42.618454,148.105756,Australia,Tasmania,2019,10,21,-52.38095238100001
White-lipped snake,Drysdalia coronoides,species,Animalia,Chordata,Reptilia,Elapidae,Drysdalia,-36.9,147.3,Australia,Victoria,2019,10,21,-52.38095238100001
White-lipped snake,Drysdalia coronoides,species,Animalia,Chordata,Reptilia,Elapidae,Drysdalia,-36.8867284712,147.3193967256,Australia,Victoria,2019,10,21,-52.38095238100001
White-lipped snake,Drysdalia coronoides,species,Animalia,Chordata,Reptilia,Elapidae,Drysdalia,-39.029210274899995,146.3211224342,Australia,Victoria,2019,10,21,-52.38095238100001
White-lipped snake,Drysdalia coronoides,species,Animalia,Chordata,Reptilia,Elapidae,Drysdalia,-38.66,143.1,Australia,Victoria,2019,10,21,-52.38095238100001
White-lipped snake,Drysdalia coronoides,species,Animalia,Chordata,Reptilia,Elapidae,Drysdalia,-37.65232990770065,143.67634199559686,Australia,Victoria,2019,10,21,-52.38095238100001
White-lipped snake,Drysdalia coronoides,species,Animalia,Chordata,Reptilia,Elapidae,Drysdalia,-39.0492178039,146.3293762529,Australia,Victoria,2019,10,21,-52.38095238100001
White-lipped snake,Drysdalia coronoides,species,Animalia,Chordata,Reptilia,Elapidae,Drysdalia,-38.80257128835506,143.47596861175592,Australia,Victoria,2019,10,21,-52.38095238100001
Olive whipsnake,Demansia olivacea,species,Animalia,Chordata,Reptilia,Elapidae,Demansia,-12.352371,130.89086799999998,Australia,Northern Territory,2019,1,2,-50.0
Spiny-tailed monitor,Varanus acanthurus acanthurus,subspecies,Animalia,Chordata,Reptilia,Varanidae,Varanus,-23.689471,133.721608,Australia,Northern Territory,2019,1,2,-50.0
Morelia spilota variegata,Morelia spilota variegata,subspecies,Animalia,Chordata,Reptilia,Pythonidae,Morelia,-17.087050100000006,145.4341823,Australia,Queensland,2019,1,2,-50.0
Pale-rumped ctenotus,Ctenotus regius,species,Animalia,Chordata,Reptilia,Scincidae,Ctenotus,-32.942286913558284,137.53127145757392,Australia,South Australia,2019,1,2,-50.0
Purplish dtella,Gehyra purpurascens,species,Animalia,Chordata,Reptilia,Gekkonidae,Gehyra,-30.9,141.0,Australia,South Australia,2019,1,2,-50.0
Diamond Python,Morelia spilota spilota,subspecies,Animalia,Chordata,Reptilia,Pythonidae,Morelia,-37.6,145.4,Australia,Victoria,2019,1,2,-50.0
Western slender blue-tongue,Cyclodomorphus celatus,species,Animalia,Chordata,Reptilia,Scincidae,Cyclodomorphus,-31.61077627585773,115.69209963083269,Australia,Western Australia,2019,1,2,-50.0
Black-palmed rock monitor,Varanus glebopalma,species,Animalia,Chordata,Reptilia,Varanidae,Varanus,-13.162678,130.68578,Australia,Northern Territory,2019,2,4,-50.0
Black-palmed rock monitor,Varanus glebopalma,species,Animalia,Chordata,Reptilia,Varanidae,Varanus,-12.86156,132.79372,Australia,Northern Territory,2019,2,4,-50.0
Gilbert's dragon,Lophognathus gilberti,species,Animalia,Chordata,Reptilia,Agamidae,Lophognathus,-13.099797879,130.7836437153,Australia,Northern Territory,2019,3,6,-50.0
Gilbert's dragon,Lophognathus gilberti,species,Animalia,Chordata,Reptilia,Agamidae,Lophognathus,-14.9,133.1,Australia,Northern Territory,2019,3,6,-50.0
Gilbert's dragon,Lophognathus gilberti,species,Animalia,Chordata,Reptilia,Agamidae,Lophognathus,-12.489452,130.99606200000002,Australia,Northern Territory,2019,3,6,-50.0
Barred-sided Skink,Concinnia tenuis,species,Animalia,Chordata,Reptilia,Scincidae,Concinnia,-24.4,151.0,Australia,Queensland,2019,3,6,-50.0
Barred-sided Skink,Concinnia tenuis,species,Animalia,Chordata,Reptilia,Scincidae,Concinnia,-26.823995181100006,152.9199527677,Australia,Queensland,2019,3,6,-50.0
Barred-sided Skink,Concinnia tenuis,species,Animalia,Chordata,Reptilia,Scincidae,Concinnia,-16.9251466667,145.9971166667,Australia,Queensland,2019,3,6,-50.0
Ragged snake-eyed skink,Cryptoblepharus pannosus,species,Animalia,Chordata,Reptilia,Scincidae,Cryptoblepharus,-36.1,146.9,Australia,Victoria,2019,4,8,-50.0
Ragged snake-eyed skink,Cryptoblepharus pannosus,species,Animalia,Chordata,Reptilia,Scincidae,Cryptoblepharus,-36.74991765717893,141.83236575219783,Australia,Victoria,2019,4,8,-50.0
Ragged snake-eyed skink,Cryptoblepharus pannosus,species,Animalia,Chordata,Reptilia,Scincidae,Cryptoblepharus,-36.75684650008599,141.84071469353512,Australia,Victoria,2019,4,8,-50.0
Ragged snake-eyed skink,Cryptoblepharus pannosus,species,Animalia,Chordata,Reptilia,Scincidae,Cryptoblepharus,-31.6,116.0,Australia,Western Australia,2019,4,8,-50.0
Four-toed earless skink,Hemiergis peronii,species,Animalia,Chordata,Reptilia,Scincidae,Hemiergis,-34.8988307733,138.50043145950002,Australia,South Australia,2019,6,12,-50.0
Four-toed earless skink,Hemiergis peronii,species,Animalia,Chordata,Reptilia,Scincidae,Hemiergis,-34.8,138.6,Australia,South Australia,2019,6,12,-50.0
Four-toed earless skink,Hemiergis peronii,species,Animalia,Chordata,Reptilia,Scincidae,Hemiergis,-35.040462221999995,138.5147267116,Australia,South Australia,2019,6,12,-50.0
Four-toed earless skink,Hemiergis peronii,species,Animalia,Chordata,Reptilia,Scincidae,Hemiergis,-34.9299458672,138.521020596,Australia,South Australia,2019,6,12,-50.0
Four-toed earless skink,Hemiergis peronii,species,Animalia,Chordata,Reptilia,Scincidae,Hemiergis,-34.3,116.1,Australia,Western Australia,2019,6,12,-50.0
Four-toed earless skink,Hemiergis peronii,species,Animalia,Chordata,Reptilia,Scincidae,Hemiergis,-35.066363,117.520835,Australia,Western Australia,2019,6,12,-50.0
